data_type,value,date,week_number_year,month_year
yandex,658,2020-04-21,16 2020,April 2020
yandex,611,2020-04-22,16 2020,April 2020
yandex,527,2020-04-23,16 2020,April 2020
yandex,522,2020-04-24,16 2020,April 2020
yandex,464,2020-04-25,16 2020,April 2020
yandex,497,2020-04-26,16 2020,April 2020
yandex,599,2020-04-27,17 2020,April 2020
yandex,540,2020-04-28,17 2020,April 2020
yandex,525,2020-04-29,17 2020,April 2020
yandex,539,2020-04-30,17 2020,April 2020
yandex,457,2020-05-01,17 2020,May 2020
yandex,406,2020-05-02,17 2020,May 2020
yandex,478,2020-05-03,17 2020,May 2020
yandex,509,2020-05-04,18 2020,May 2020
yandex,551,2020-05-05,18 2020,May 2020
yandex,639,2020-05-06,18 2020,May 2020
yandex,555,2020-05-07,18 2020,May 2020
yandex,457,2020-05-08,18 2020,May 2020
yandex,316,2020-05-09,18 2020,May 2020
yandex,443,2020-05-10,18 2020,May 2020
yandex,564,2020-05-11,19 2020,May 2020
yandex,597,2020-05-12,19 2020,May 2020
yandex,575,2020-05-13,19 2020,May 2020
yandex,547,2020-05-14,19 2020,May 2020
yandex,534,2020-05-15,19 2020,May 2020
yandex,433,2020-05-16,19 2020,May 2020
yandex,453,2020-05-17,19 2020,May 2020
yandex,611,2020-05-18,20 2020,May 2020
yandex,564,2020-05-19,20 2020,May 2020
yandex,599,2020-05-20,20 2020,May 2020
yandex,570,2020-05-21,20 2020,May 2020
yandex,532,2020-05-22,20 2020,May 2020
yandex,528,2020-05-23,20 2020,May 2020
yandex,549,2020-05-24,20 2020,May 2020
yandex,693,2020-05-25,21 2020,May 2020
yandex,571,2020-05-26,21 2020,May 2020
yandex,515,2020-05-27,21 2020,May 2020
yandex,496,2020-05-28,21 2020,May 2020
yandex,387,2020-05-29,21 2020,May 2020
yandex,273,2020-05-30,21 2020,May 2020
yandex,434,2020-05-31,21 2020,May 2020
yandex,531,2020-06-01,22 2020,June 2020
yandex,522,2020-06-02,22 2020,June 2020
yandex,490,2020-06-03,22 2020,June 2020
yandex,432,2020-06-04,22 2020,June 2020
yandex,395,2020-06-05,22 2020,June 2020
yandex,315,2020-06-06,22 2020,June 2020
yandex,372,2020-06-07,22 2020,June 2020
yandex,420,2020-06-08,23 2020,June 2020
yandex,396,2020-06-09,23 2020,June 2020
yandex,360,2020-06-10,23 2020,June 2020
yandex,290,2020-06-11,23 2020,June 2020
yandex,265,2020-06-12,23 2020,June 2020
yandex,238,2020-06-13,23 2020,June 2020
yandex,285,2020-06-14,23 2020,June 2020
yandex,352,2020-06-15,24 2020,June 2020
yandex,347,2020-06-16,24 2020,June 2020
yandex,367,2020-06-17,24 2020,June 2020
yandex,350,2020-06-18,24 2020,June 2020
yandex,342,2020-06-19,24 2020,June 2020
yandex,305,2020-06-20,24 2020,June 2020
yandex,305,2020-06-21,24 2020,June 2020
yandex,467,2020-06-22,25 2020,June 2020
yandex,524,2020-06-23,25 2020,June 2020
yandex,432,2020-06-24,25 2020,June 2020
yandex,567,2020-06-25,25 2020,June 2020
yandex,480,2020-06-26,25 2020,June 2020
yandex,431,2020-06-27,25 2020,June 2020
yandex,459,2020-06-28,25 2020,June 2020
yandex,695,2020-06-29,26 2020,June 2020
yandex,619,2020-06-30,26 2020,June 2020
yandex,642,2020-07-01,26 2020,July 2020
yandex,591,2020-07-02,26 2020,July 2020
yandex,467,2020-07-03,26 2020,July 2020
yandex,455,2020-07-04,26 2020,July 2020
yandex,459,2020-07-05,26 2020,July 2020
yandex,601,2020-07-06,27 2020,July 2020
yandex,580,2020-07-07,27 2020,July 2020
yandex,599,2020-07-08,27 2020,July 2020
yandex,551,2020-07-09,27 2020,July 2020
yandex,449,2020-07-10,27 2020,July 2020
yandex,449,2020-07-11,27 2020,July 2020
yandex,458,2020-07-12,27 2020,July 2020
yandex,852,2020-07-13,28 2020,July 2020
yandex,1024,2020-07-14,28 2020,July 2020
yandex,909,2020-07-15,28 2020,July 2020
yandex,967,2020-07-16,28 2020,July 2020
yandex,939,2020-07-17,28 2020,July 2020
yandex,738,2020-07-18,28 2020,July 2020
yandex,812,2020-07-19,28 2020,July 2020
yandex,1124,2020-07-20,29 2020,July 2020
yandex,1151,2020-07-21,29 2020,July 2020
yandex,1071,2020-07-22,29 2020,July 2020
yandex,1082,2020-07-23,29 2020,July 2020
yandex,980,2020-07-24,29 2020,July 2020
yandex,793,2020-07-25,29 2020,July 2020
yandex,877,2020-07-26,29 2020,July 2020
yandex,1167,2020-07-27,30 2020,July 2020
yandex,1222,2020-07-28,30 2020,July 2020
yandex,1059,2020-07-29,30 2020,July 2020
yandex,1110,2020-07-30,30 2020,July 2020
yandex,948,2020-07-31,30 2020,July 2020
yandex,828,2020-08-01,30 2020,August 2020
yandex,1001,2020-08-02,30 2020,August 2020
yandex,1255,2020-08-03,31 2020,August 2020
yandex,1068,2020-08-04,31 2020,August 2020
yandex,614,2020-08-05,31 2020,August 2020
yandex,674,2020-08-06,31 2020,August 2020
yandex,580,2020-08-07,31 2020,August 2020
yandex,449,2020-08-08,31 2020,August 2020
yandex,531,2020-08-09,31 2020,August 2020
yandex,772,2020-08-10,32 2020,August 2020
yandex,749,2020-08-11,32 2020,August 2020
yandex,651,2020-08-12,32 2020,August 2020
yandex,732,2020-08-13,32 2020,August 2020
yandex,662,2020-08-14,32 2020,August 2020
yandex,588,2020-08-15,32 2020,August 2020
yandex,609,2020-08-16,32 2020,August 2020
yandex,818,2020-08-17,33 2020,August 2020
yandex,731,2020-08-18,33 2020,August 2020
yandex,716,2020-08-19,33 2020,August 2020
yandex,778,2020-08-20,33 2020,August 2020
yandex,646,2020-08-21,33 2020,August 2020
yandex,468,2020-08-22,33 2020,August 2020
yandex,609,2020-08-23,33 2020,August 2020
yandex,846,2020-08-24,34 2020,August 2020
yandex,809,2020-08-25,34 2020,August 2020
yandex,744,2020-08-26,34 2020,August 2020
yandex,715,2020-08-27,34 2020,August 2020
yandex,690,2020-08-28,34 2020,August 2020
yandex,562,2020-08-29,34 2020,August 2020
yandex,664,2020-08-30,34 2020,August 2020
yandex,832,2020-08-31,35 2020,August 2020
yandex,854,2020-09-01,35 2020,September 2020
yandex,845,2020-09-02,35 2020,September 2020
yandex,805,2020-09-03,35 2020,September 2020
yandex,688,2020-09-04,35 2020,September 2020
yandex,635,2020-09-05,35 2020,September 2020
yandex,701,2020-09-06,35 2020,September 2020
yandex,1033,2020-09-07,36 2020,September 2020
yandex,1008,2020-09-08,36 2020,September 2020
yandex,1007,2020-09-09,36 2020,September 2020
yandex,791,2020-09-10,36 2020,September 2020
yandex,378,2020-09-11,36 2020,September 2020
yandex,702,2020-09-12,36 2020,September 2020
yandex,851,2020-09-13,36 2020,September 2020
yandex,1171,2020-09-14,37 2020,September 2020
yandex,1113,2020-09-15,37 2020,September 2020
yandex,1060,2020-09-16,37 2020,September 2020
yandex,1106,2020-09-17,37 2020,September 2020
yandex,948,2020-09-18,37 2020,September 2020
yandex,775,2020-09-19,37 2020,September 2020
yandex,923,2020-09-20,37 2020,September 2020
yandex,1201,2020-09-21,38 2020,September 2020
yandex,1051,2020-09-22,38 2020,September 2020
yandex,1012,2020-09-23,38 2020,September 2020
yandex,943,2020-09-24,38 2020,September 2020
yandex,796,2020-09-25,38 2020,September 2020
yandex,674,2020-09-26,38 2020,September 2020
yandex,824,2020-09-27,38 2020,September 2020
yandex,1075,2020-09-28,39 2020,September 2020
yandex,1039,2020-09-29,39 2020,September 2020
yandex,1060,2020-09-30,39 2020,September 2020
yandex,1011,2020-10-01,39 2020,October 2020
yandex,984,2020-10-02,39 2020,October 2020
yandex,801,2020-10-03,39 2020,October 2020
yandex,1034,2020-10-04,39 2020,October 2020
yandex,1229,2020-10-05,40 2020,October 2020
yandex,1388,2020-10-06,40 2020,October 2020
yandex,1393,2020-10-07,40 2020,October 2020
yandex,1313,2020-10-08,40 2020,October 2020
yandex,1062,2020-10-09,40 2020,October 2020
yandex,1158,2020-10-10,40 2020,October 2020
yandex,1188,2020-10-11,40 2020,October 2020
yandex,1638,2020-10-12,41 2020,October 2020
yandex,1822,2020-10-13,41 2020,October 2020
yandex,1779,2020-10-14,41 2020,October 2020
yandex,1899,2020-10-15,41 2020,October 2020
yandex,1840,2020-10-16,41 2020,October 2020
yandex,1734,2020-10-17,41 2020,October 2020
yandex,2061,2020-10-18,41 2020,October 2020
yandex,2391,2020-10-19,42 2020,October 2020
yandex,2375,2020-10-20,42 2020,October 2020
yandex,2210,2020-10-21,42 2020,October 2020
yandex,2050,2020-10-22,42 2020,October 2020
yandex,1793,2020-10-23,42 2020,October 2020
yandex,1545,2020-10-24,42 2020,October 2020
yandex,1486,2020-10-25,42 2020,October 2020
yandex,1653,2020-10-26,43 2020,October 2020
yandex,1620,2020-10-27,43 2020,October 2020
yandex,1396,2020-10-28,43 2020,October 2020
yandex,1414,2020-10-29,43 2020,October 2020
yandex,1234,2020-10-30,43 2020,October 2020
yandex,999,2020-10-31,43 2020,October 2020
yandex,1235,2020-11-01,43 2020,November 2020
yandex,1438,2020-11-02,44 2020,November 2020
yandex,1352,2020-11-03,44 2020,November 2020
yandex,1208,2020-11-04,44 2020,November 2020
yandex,1373,2020-11-05,44 2020,November 2020
yandex,1386,2020-11-06,44 2020,November 2020
yandex,1165,2020-11-07,44 2020,November 2020
yandex,1363,2020-11-08,44 2020,November 2020
yandex,1750,2020-11-09,45 2020,November 2020
yandex,1800,2020-11-10,45 2020,November 2020
yandex,1771,2020-11-11,45 2020,November 2020
yandex,1644,2020-11-12,45 2020,November 2020
yandex,1469,2020-11-13,45 2020,November 2020
yandex,1368,2020-11-14,45 2020,November 2020
yandex,1436,2020-11-15,45 2020,November 2020
yandex,1742,2020-11-16,46 2020,November 2020
yandex,1666,2020-11-17,46 2020,November 2020
yandex,1633,2020-11-18,46 2020,November 2020
yandex,1550,2020-11-19,46 2020,November 2020
yandex,1487,2020-11-20,46 2020,November 2020
yandex,1433,2020-11-21,46 2020,November 2020
yandex,1531,2020-11-22,46 2020,November 2020
yandex,1573,2020-11-23,47 2020,November 2020
yandex,1388,2020-11-24,47 2020,November 2020
yandex,1210,2020-11-25,47 2020,November 2020
yandex,1194,2020-11-26,47 2020,November 2020
yandex,1087,2020-11-27,47 2020,November 2020
yandex,987,2020-11-28,47 2020,November 2020
yandex,1050,2020-11-29,47 2020,November 2020
yandex,1245,2020-11-30,48 2020,November 2020
yandex,1287,2020-12-01,48 2020,December 2020
yandex,1244,2020-12-02,48 2020,December 2020
yandex,1124,2020-12-03,48 2020,December 2020
yandex,970,2020-12-04,48 2020,December 2020
yandex,941,2020-12-05,48 2020,December 2020
yandex,978,2020-12-06,48 2020,December 2020
yandex,1154,2020-12-07,49 2020,December 2020
yandex,1028,2020-12-08,49 2020,December 2020
yandex,1034,2020-12-09,49 2020,December 2020
yandex,1017,2020-12-10,49 2020,December 2020
yandex,1034,2020-12-11,49 2020,December 2020
yandex,925,2020-12-12,49 2020,December 2020
yandex,971,2020-12-13,49 2020,December 2020
yandex,1075,2020-12-14,50 2020,December 2020
yandex,995,2020-12-15,50 2020,December 2020
yandex,1577,2020-12-16,50 2020,December 2020
yandex,1730,2020-12-17,50 2020,December 2020
yandex,1706,2020-12-18,50 2020,December 2020
yandex,1660,2020-12-19,50 2020,December 2020
yandex,1604,2020-12-20,50 2020,December 2020
yandex,1912,2020-12-21,51 2020,December 2020
yandex,1637,2020-12-22,51 2020,December 2020
yandex,1708,2020-12-23,51 2020,December 2020
yandex,1729,2020-12-24,51 2020,December 2020
yandex,1681,2020-12-25,51 2020,December 2020
yandex,1573,2020-12-26,51 2020,December 2020
yandex,1768,2020-12-27,51 2020,December 2020
yandex,1776,2020-12-28,52 2020,December 2020
yandex,1597,2020-12-29,52 2020,December 2020
yandex,1388,2020-12-30,52 2020,December 2020
yandex,769,2020-12-31,52 2020,December 2020
google,2,2019-01-01,00 2019,January 2019
google,6,2019-01-02,00 2019,January 2019
google,9,2019-01-03,00 2019,January 2019
google,6,2019-01-04,00 2019,January 2019
google,4,2019-01-05,00 2019,January 2019
google,5,2019-01-06,00 2019,January 2019
google,7,2019-01-07,01 2019,January 2019
google,6,2019-01-08,01 2019,January 2019
google,13,2019-01-09,01 2019,January 2019
google,9,2019-01-10,01 2019,January 2019
google,9,2019-01-11,01 2019,January 2019
google,7,2019-01-12,01 2019,January 2019
google,9,2019-01-13,01 2019,January 2019
google,7,2019-01-14,02 2019,January 2019
google,13,2019-01-15,02 2019,January 2019
google,10,2019-01-16,02 2019,January 2019
google,5,2019-01-17,02 2019,January 2019
google,9,2019-01-18,02 2019,January 2019
google,6,2019-01-19,02 2019,January 2019
google,5,2019-01-20,02 2019,January 2019
google,1,2019-01-21,03 2019,January 2019
google,9,2019-01-22,03 2019,January 2019
google,10,2019-01-23,03 2019,January 2019
google,9,2019-01-24,03 2019,January 2019
google,8,2019-01-25,03 2019,January 2019
google,11,2019-01-26,03 2019,January 2019
google,7,2019-01-27,03 2019,January 2019
google,9,2019-01-28,04 2019,January 2019
google,9,2019-01-29,04 2019,January 2019
google,6,2019-01-30,04 2019,January 2019
google,12,2019-01-31,04 2019,January 2019
google,10,2019-02-01,04 2019,February 2019
google,10,2019-02-02,04 2019,February 2019
google,7,2019-02-03,04 2019,February 2019
google,10,2019-02-04,05 2019,February 2019
google,7,2019-02-05,05 2019,February 2019
google,6,2019-02-06,05 2019,February 2019
google,9,2019-02-07,05 2019,February 2019
google,8,2019-02-08,05 2019,February 2019
google,5,2019-02-09,05 2019,February 2019
google,19,2019-02-10,05 2019,February 2019
google,14,2019-02-11,06 2019,February 2019
google,12,2019-02-12,06 2019,February 2019
google,10,2019-02-13,06 2019,February 2019
google,13,2019-02-14,06 2019,February 2019
google,11,2019-02-15,06 2019,February 2019
google,11,2019-02-16,06 2019,February 2019
google,11,2019-02-17,06 2019,February 2019
google,14,2019-02-18,07 2019,February 2019
google,13,2019-02-19,07 2019,February 2019
google,15,2019-02-20,07 2019,February 2019
google,16,2019-02-21,07 2019,February 2019
google,5,2019-02-22,07 2019,February 2019
google,5,2019-02-23,07 2019,February 2019
google,7,2019-02-24,07 2019,February 2019
google,11,2019-02-25,08 2019,February 2019
google,12,2019-02-26,08 2019,February 2019
google,17,2019-02-27,08 2019,February 2019
google,14,2019-02-28,08 2019,February 2019
google,13,2019-03-01,08 2019,March 2019
google,15,2019-03-02,08 2019,March 2019
google,12,2019-03-03,08 2019,March 2019
google,9,2019-03-04,09 2019,March 2019
google,4,2019-03-05,09 2019,March 2019
google,10,2019-03-06,09 2019,March 2019
google,7,2019-03-07,09 2019,March 2019
google,8,2019-03-08,09 2019,March 2019
google,10,2019-03-09,09 2019,March 2019
google,10,2019-03-10,09 2019,March 2019
google,7,2019-03-11,10 2019,March 2019
google,8,2019-03-12,10 2019,March 2019
google,13,2019-03-13,10 2019,March 2019
google,15,2019-03-14,10 2019,March 2019
google,6,2019-03-15,10 2019,March 2019
google,8,2019-03-16,10 2019,March 2019
google,12,2019-03-17,10 2019,March 2019
google,13,2019-03-18,11 2019,March 2019
google,15,2019-03-19,11 2019,March 2019
google,13,2019-03-20,11 2019,March 2019
google,14,2019-03-21,11 2019,March 2019
google,12,2019-03-22,11 2019,March 2019
google,16,2019-03-23,11 2019,March 2019
google,13,2019-03-24,11 2019,March 2019
google,12,2019-03-25,12 2019,March 2019
google,10,2019-03-26,12 2019,March 2019
google,14,2019-03-27,12 2019,March 2019
google,12,2019-03-28,12 2019,March 2019
google,17,2019-03-29,12 2019,March 2019
google,13,2019-03-30,12 2019,March 2019
google,18,2019-03-31,12 2019,March 2019
google,26,2019-04-01,13 2019,April 2019
google,20,2019-04-02,13 2019,April 2019
google,20,2019-04-03,13 2019,April 2019
google,21,2019-04-04,13 2019,April 2019
google,14,2019-04-05,13 2019,April 2019
google,21,2019-04-06,13 2019,April 2019
google,26,2019-04-07,13 2019,April 2019
google,31,2019-04-08,14 2019,April 2019
google,16,2019-04-09,14 2019,April 2019
google,11,2019-04-10,14 2019,April 2019
google,25,2019-04-11,14 2019,April 2019
google,20,2019-04-12,14 2019,April 2019
google,18,2019-04-13,14 2019,April 2019
google,18,2019-04-14,14 2019,April 2019
google,18,2019-04-15,15 2019,April 2019
google,18,2019-04-16,15 2019,April 2019
google,9,2019-04-17,15 2019,April 2019
google,15,2019-04-18,15 2019,April 2019
google,8,2019-04-19,15 2019,April 2019
google,10,2019-04-20,15 2019,April 2019
google,6,2019-04-21,15 2019,April 2019
google,7,2019-04-22,16 2019,April 2019
google,5,2019-04-23,16 2019,April 2019
google,12,2019-04-24,16 2019,April 2019
google,5,2019-04-25,16 2019,April 2019
google,7,2019-04-26,16 2019,April 2019
google,7,2019-04-27,16 2019,April 2019
google,9,2019-04-28,16 2019,April 2019
google,15,2019-04-29,17 2019,April 2019
google,5,2019-04-30,17 2019,April 2019
google,5,2019-05-01,17 2019,May 2019
google,7,2019-05-02,17 2019,May 2019
google,5,2019-05-03,17 2019,May 2019
google,6,2019-05-04,17 2019,May 2019
google,10,2019-05-05,17 2019,May 2019
google,10,2019-05-06,18 2019,May 2019
google,7,2019-05-07,18 2019,May 2019
google,4,2019-05-08,18 2019,May 2019
google,6,2019-05-09,18 2019,May 2019
google,8,2019-05-10,18 2019,May 2019
google,6,2019-05-11,18 2019,May 2019
google,9,2019-05-12,18 2019,May 2019
google,10,2019-05-13,19 2019,May 2019
google,7,2019-05-14,19 2019,May 2019
google,9,2019-05-15,19 2019,May 2019
google,9,2019-05-16,19 2019,May 2019
google,12,2019-05-17,19 2019,May 2019
google,12,2019-05-18,19 2019,May 2019
google,4,2019-05-19,19 2019,May 2019
google,8,2019-05-20,20 2019,May 2019
google,5,2019-05-21,20 2019,May 2019
google,5,2019-05-22,20 2019,May 2019
google,6,2019-05-23,20 2019,May 2019
google,5,2019-05-24,20 2019,May 2019
google,8,2019-05-25,20 2019,May 2019
google,5,2019-05-26,20 2019,May 2019
google,7,2019-05-27,21 2019,May 2019
google,6,2019-05-28,21 2019,May 2019
google,7,2019-05-29,21 2019,May 2019
google,8,2019-05-30,21 2019,May 2019
google,8,2019-05-31,21 2019,May 2019
google,9,2019-06-01,21 2019,June 2019
google,4,2019-06-02,21 2019,June 2019
google,7,2019-06-03,22 2019,June 2019
google,3,2019-06-04,22 2019,June 2019
google,6,2019-06-05,22 2019,June 2019
google,3,2019-06-06,22 2019,June 2019
google,4,2019-06-07,22 2019,June 2019
google,12,2019-06-08,22 2019,June 2019
google,3,2019-06-09,22 2019,June 2019
google,12,2019-06-10,23 2019,June 2019
google,3,2019-06-11,23 2019,June 2019
google,7,2019-06-12,23 2019,June 2019
google,7,2019-06-13,23 2019,June 2019
google,8,2019-06-14,23 2019,June 2019
google,4,2019-06-15,23 2019,June 2019
google,5,2019-06-16,23 2019,June 2019
google,1,2019-06-17,24 2019,June 2019
google,6,2019-06-18,24 2019,June 2019
google,5,2019-06-19,24 2019,June 2019
google,10,2019-06-20,24 2019,June 2019
google,7,2019-06-21,24 2019,June 2019
google,9,2019-06-22,24 2019,June 2019
google,3,2019-06-23,24 2019,June 2019
google,10,2019-06-24,25 2019,June 2019
google,7,2019-06-25,25 2019,June 2019
google,6,2019-06-26,25 2019,June 2019
google,5,2019-06-27,25 2019,June 2019
google,4,2019-06-28,25 2019,June 2019
google,7,2019-06-29,25 2019,June 2019
google,10,2019-06-30,25 2019,June 2019
google,7,2019-07-01,26 2019,July 2019
google,10,2019-07-02,26 2019,July 2019
google,6,2019-07-03,26 2019,July 2019
google,8,2019-07-04,26 2019,July 2019
google,4,2019-07-05,26 2019,July 2019
google,12,2019-07-06,26 2019,July 2019
google,5,2019-07-07,26 2019,July 2019
google,14,2019-07-08,27 2019,July 2019
google,6,2019-07-09,27 2019,July 2019
google,12,2019-07-10,27 2019,July 2019
google,6,2019-07-11,27 2019,July 2019
google,12,2019-07-12,27 2019,July 2019
google,2,2019-07-13,27 2019,July 2019
google,2,2019-07-14,27 2019,July 2019
google,10,2019-07-15,28 2019,July 2019
google,7,2019-07-16,28 2019,July 2019
google,4,2019-07-17,28 2019,July 2019
google,14,2019-07-18,28 2019,July 2019
google,4,2019-07-19,28 2019,July 2019
google,2,2019-07-20,28 2019,July 2019
google,5,2019-07-21,28 2019,July 2019
google,7,2019-07-22,29 2019,July 2019
google,10,2019-07-23,29 2019,July 2019
google,4,2019-07-24,29 2019,July 2019
google,4,2019-07-25,29 2019,July 2019
google,7,2019-07-26,29 2019,July 2019
google,4,2019-07-27,29 2019,July 2019
google,3,2019-07-28,29 2019,July 2019
google,7,2019-07-29,30 2019,July 2019
google,4,2019-07-30,30 2019,July 2019
google,8,2019-07-31,30 2019,July 2019
google,8,2019-08-01,30 2019,August 2019
google,8,2019-08-02,30 2019,August 2019
google,1,2019-08-03,30 2019,August 2019
google,3,2019-08-04,30 2019,August 2019
google,6,2019-08-05,31 2019,August 2019
google,13,2019-08-06,31 2019,August 2019
google,5,2019-08-07,31 2019,August 2019
google,7,2019-08-08,31 2019,August 2019
google,8,2019-08-09,31 2019,August 2019
google,7,2019-08-10,31 2019,August 2019
google,11,2019-08-11,31 2019,August 2019
google,5,2019-08-12,32 2019,August 2019
google,6,2019-08-13,32 2019,August 2019
google,8,2019-08-14,32 2019,August 2019
google,6,2019-08-15,32 2019,August 2019
google,4,2019-08-16,32 2019,August 2019
google,4,2019-08-17,32 2019,August 2019
google,2,2019-08-18,32 2019,August 2019
google,7,2019-08-19,33 2019,August 2019
google,9,2019-08-20,33 2019,August 2019
google,10,2019-08-21,33 2019,August 2019
google,6,2019-08-22,33 2019,August 2019
google,4,2019-08-23,33 2019,August 2019
google,4,2019-08-24,33 2019,August 2019
google,4,2019-08-25,33 2019,August 2019
google,8,2019-08-26,34 2019,August 2019
google,4,2019-08-27,34 2019,August 2019
google,10,2019-08-28,34 2019,August 2019
google,5,2019-08-29,34 2019,August 2019
google,6,2019-08-30,34 2019,August 2019
google,5,2019-08-31,34 2019,August 2019
google,5,2019-09-01,34 2019,September 2019
google,8,2019-09-02,35 2019,September 2019
google,10,2019-09-03,35 2019,September 2019
google,30,2019-09-04,35 2019,September 2019
google,7,2019-09-05,35 2019,September 2019
google,6,2019-09-06,35 2019,September 2019
google,6,2019-09-07,35 2019,September 2019
google,5,2019-09-08,35 2019,September 2019
google,8,2019-09-09,36 2019,September 2019
google,13,2019-09-10,36 2019,September 2019
google,8,2019-09-11,36 2019,September 2019
google,14,2019-09-12,36 2019,September 2019
google,14,2019-09-13,36 2019,September 2019
google,12,2019-09-14,36 2019,September 2019
google,12,2019-09-15,36 2019,September 2019
google,13,2019-09-16,37 2019,September 2019
google,15,2019-09-17,37 2019,September 2019
google,19,2019-09-18,37 2019,September 2019
google,20,2019-09-19,37 2019,September 2019
google,16,2019-09-20,37 2019,September 2019
google,14,2019-09-21,37 2019,September 2019
google,7,2019-09-22,37 2019,September 2019
google,16,2019-09-23,38 2019,September 2019
google,16,2019-09-24,38 2019,September 2019
google,13,2019-09-25,38 2019,September 2019
google,12,2019-09-26,38 2019,September 2019
google,13,2019-09-27,38 2019,September 2019
google,11,2019-09-28,38 2019,September 2019
google,13,2019-09-29,38 2019,September 2019
google,7,2019-09-30,39 2019,September 2019
google,9,2019-10-01,39 2019,October 2019
google,12,2019-10-02,39 2019,October 2019
google,10,2019-10-03,39 2019,October 2019
google,18,2019-10-04,39 2019,October 2019
google,17,2019-10-05,39 2019,October 2019
google,20,2019-10-06,39 2019,October 2019
google,11,2019-10-07,40 2019,October 2019
google,16,2019-10-08,40 2019,October 2019
google,13,2019-10-09,40 2019,October 2019
google,10,2019-10-10,40 2019,October 2019
google,7,2019-10-11,40 2019,October 2019
google,13,2019-10-12,40 2019,October 2019
google,7,2019-10-13,40 2019,October 2019
google,16,2019-10-14,41 2019,October 2019
google,17,2019-10-15,41 2019,October 2019
google,21,2019-10-16,41 2019,October 2019
google,15,2019-10-17,41 2019,October 2019
google,25,2019-10-18,41 2019,October 2019
google,18,2019-10-19,41 2019,October 2019
google,16,2019-10-20,41 2019,October 2019
google,21,2019-10-21,42 2019,October 2019
google,19,2019-10-22,42 2019,October 2019
google,20,2019-10-23,42 2019,October 2019
google,25,2019-10-24,42 2019,October 2019
google,24,2019-10-25,42 2019,October 2019
google,20,2019-10-26,42 2019,October 2019
google,16,2019-10-27,42 2019,October 2019
google,24,2019-10-28,43 2019,October 2019
google,31,2019-10-29,43 2019,October 2019
google,23,2019-10-30,43 2019,October 2019
google,24,2019-10-31,43 2019,October 2019
google,21,2019-11-01,43 2019,November 2019
google,23,2019-11-02,43 2019,November 2019
google,22,2019-11-03,43 2019,November 2019
google,19,2019-11-04,44 2019,November 2019
google,13,2019-11-05,44 2019,November 2019
google,9,2019-11-06,44 2019,November 2019
google,12,2019-11-07,44 2019,November 2019
google,15,2019-11-08,44 2019,November 2019
google,13,2019-11-09,44 2019,November 2019
google,16,2019-11-10,44 2019,November 2019
google,21,2019-11-11,45 2019,November 2019
google,11,2019-11-12,45 2019,November 2019
google,10,2019-11-13,45 2019,November 2019
google,15,2019-11-14,45 2019,November 2019
google,13,2019-11-15,45 2019,November 2019
google,12,2019-11-16,45 2019,November 2019
google,9,2019-11-17,45 2019,November 2019
google,12,2019-11-18,46 2019,November 2019
google,16,2019-11-19,46 2019,November 2019
google,15,2019-11-20,46 2019,November 2019
google,14,2019-11-21,46 2019,November 2019
google,10,2019-11-22,46 2019,November 2019
google,14,2019-11-23,46 2019,November 2019
google,11,2019-11-24,46 2019,November 2019
google,16,2019-11-25,47 2019,November 2019
google,16,2019-11-26,47 2019,November 2019
google,15,2019-11-27,47 2019,November 2019
google,24,2019-11-28,47 2019,November 2019
google,21,2019-11-29,47 2019,November 2019
google,12,2019-11-30,47 2019,November 2019
google,13,2019-12-01,47 2019,December 2019
google,22,2019-12-02,48 2019,December 2019
google,12,2019-12-03,48 2019,December 2019
google,22,2019-12-04,48 2019,December 2019
google,15,2019-12-05,48 2019,December 2019
google,16,2019-12-06,48 2019,December 2019
google,7,2019-12-07,48 2019,December 2019
google,7,2019-12-08,48 2019,December 2019
google,13,2019-12-09,49 2019,December 2019
google,15,2019-12-10,49 2019,December 2019
google,12,2019-12-11,49 2019,December 2019
google,7,2019-12-12,49 2019,December 2019
google,11,2019-12-13,49 2019,December 2019
google,7,2019-12-14,49 2019,December 2019
google,9,2019-12-15,49 2019,December 2019
google,15,2019-12-16,50 2019,December 2019
google,13,2019-12-17,50 2019,December 2019
google,8,2019-12-18,50 2019,December 2019
google,10,2019-12-19,50 2019,December 2019
google,6,2019-12-20,50 2019,December 2019
google,11,2019-12-21,50 2019,December 2019
google,4,2019-12-22,50 2019,December 2019
google,8,2019-12-23,51 2019,December 2019
google,3,2019-12-24,51 2019,December 2019
google,5,2019-12-25,51 2019,December 2019
google,8,2019-12-26,51 2019,December 2019
google,3,2019-12-27,51 2019,December 2019
google,1,2019-12-28,51 2019,December 2019
google,0,2019-12-29,51 2019,December 2019
google,2,2019-12-30,52 2019,December 2019
google,0,2019-12-31,52 2019,December 2019
google,0,2020-01-01,00 2020,January 2020
google,0,2020-01-02,00 2020,January 2020
google,2,2020-01-03,00 2020,January 2020
google,0,2020-01-04,00 2020,January 2020
google,0,2020-01-05,00 2020,January 2020
google,0,2020-01-06,01 2020,January 2020
google,1,2020-01-07,01 2020,January 2020
google,2,2020-01-08,01 2020,January 2020
google,1,2020-01-09,01 2020,January 2020
google,1,2020-01-10,01 2020,January 2020
google,2,2020-01-11,01 2020,January 2020
google,2,2020-01-12,01 2020,January 2020
google,4,2020-01-13,02 2020,January 2020
google,2,2020-01-14,02 2020,January 2020
google,1,2020-01-15,02 2020,January 2020
google,2,2020-01-16,02 2020,January 2020
